"p","U:0","U:1","U:2","grad(U):0","grad(U):1","grad(U):2","grad(U):3","grad(U):4","grad(U):5","grad(U):6","grad(U):7","grad(U):8","IntegrationTime","Vorticity:0","Vorticity:1","Vorticity:2","Rotation","AngularVelocity","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
3.391711972654e-03,3.228435525671e-03,-3.441514127189e-05,0.000000000000e+00,2.511866949499e-02,1.453103311360e-02,0.000000000000e+00,5.027589797974e-01,-1.938711386174e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.695722625707e-06,3.720525100299e-01,0.000000000000e+00,0.000000000000e+00,-4.884415920576e-01,0.000000000000e+00,0.000000000000e+00,5.021471328663e-10,4.711893353533e-08,1.000000000000e+00,1.196066383272e-03,1.484934473410e-03,0.000000000000e+00
3.391590202227e-03,3.229797584936e-03,-3.337395537528e-05,0.000000000000e+00,2.445722185075e-02,1.529176905751e-02,0.000000000000e+00,4.992719590664e-01,-1.967588439584e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.750770474653e-06,3.936478054052e-01,0.000000000000e+00,0.000000000000e+00,-4.833369669197e-01,0.000000000000e+00,0.000000000000e+00,4.867622460022e-10,4.711909498034e-08,1.000000000000e+00,1.265785424039e-03,1.484202570282e-03,0.000000000000e+00
3.391468664631e-03,3.231125883758e-03,-3.228138302802e-05,0.000000000000e+00,2.375904098153e-02,1.603562757373e-02,0.000000000000e+00,4.959240257740e-01,-1.995220780373e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.803445224548e-06,4.152181246815e-01,0.000000000000e+00,0.000000000000e+00,-4.789253953791e-01,0.000000000000e+00,0.000000000000e+00,4.706520325654e-10,4.711925865201e-08,1.000000000000e+00,1.335453358479e-03,1.483494532295e-03,0.000000000000e+00
3.391347359866e-03,3.232418093830e-03,-3.113759885309e-05,0.000000000000e+00,2.302309684455e-02,1.675706729293e-02,0.000000000000e+00,4.927228391171e-01,-2.020470565185e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.851578185277e-06,4.367717658183e-01,0.000000000000e+00,0.000000000000e+00,-4.742045923253e-01,0.000000000000e+00,0.000000000000e+00,4.538092180220e-10,4.711942387640e-08,1.000000000000e+00,1.405096030794e-03,1.482811057940e-03,0.000000000000e+00
3.391226287931e-03,3.233672818169e-03,-2.994639544340e-05,0.000000000000e+00,2.225061692297e-02,1.745145209134e-02,0.000000000000e+00,4.896690249443e-01,-2.042133826762e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.892874701705e-06,4.583012325721e-01,0.000000000000e+00,0.000000000000e+00,-4.701623865711e-01,0.000000000000e+00,0.000000000000e+00,4.362401551498e-10,4.711958980909e-08,1.000000000000e+00,1.474688411690e-03,1.482153544202e-03,0.000000000000e+00
3.391105448827e-03,3.234885400161e-03,-2.870697971957e-05,0.000000000000e+00,2.143951319158e-02,1.811165735126e-02,0.000000000000e+00,4.867758750916e-01,-2.058800775558e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.924646080122e-06,4.798146824317e-01,0.000000000000e+00,0.000000000000e+00,-4.658936958390e-01,0.000000000000e+00,0.000000000000e+00,4.180543878729e-10,4.711975466595e-08,1.000000000000e+00,1.544255996123e-03,1.481522689573e-03,0.000000000000e+00
3.390985075384e-03,3.236057702452e-03,-2.742596734606e-05,0.000000000000e+00,2.059314027429e-02,1.873523741961e-02,0.000000000000e+00,4.840337932110e-01,-2.069388516247e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.944829586544e-06,5.013048142563e-01,0.000000000000e+00,0.000000000000e+00,-4.622554130221e-01,0.000000000000e+00,0.000000000000e+00,4.187051052888e-10,4.941978693004e-08,1.000000000000e+00,1.613774220459e-03,1.480919541791e-03,0.000000000000e+00
3.390864469111e-03,3.237180877477e-03,-2.610102092149e-05,0.000000000000e+00,1.970808394253e-02,1.931227371097e-02,0.000000000000e+00,4.814663231373e-01,-2.072104252875e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.950006430387e-06,5.227796540607e-01,0.000000000000e+00,0.000000000000e+00,-4.584564569262e-01,0.000000000000e+00,0.000000000000e+00,4.160997208602e-10,5.161745945049e-08,1.000000000000e+00,1.683268113993e-03,1.480344915763e-03,0.000000000000e+00
3.390744328499e-03,3.238261211663e-03,-2.474161192367e-05,0.000000000000e+00,1.879017800093e-02,1.984457485378e-02,0.000000000000e+00,4.790498614311e-01,-2.066409913823e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.939151611121e-06,5.442320912383e-01,0.000000000000e+00,0.000000000000e+00,-4.549305850383e-01,0.000000000000e+00,0.000000000000e+00,3.943165946465e-10,5.161763045243e-08,1.000000000000e+00,1.752713695168e-03,1.479799509980e-03,0.000000000000e+00
3.390624187887e-03,3.239285200834e-03,-2.334490091016e-05,0.000000000000e+00,1.783514395356e-02,2.031864970922e-02,0.000000000000e+00,4.768202006817e-01,-2.049917588010e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.907713107765e-06,5.656626160002e-01,0.000000000000e+00,0.000000000000e+00,-4.519846043519e-01,0.000000000000e+00,0.000000000000e+00,3.719188977597e-10,5.161779669294e-08,1.000000000000e+00,1.822111429647e-03,1.479284255765e-03,0.000000000000e+00
3.390504280105e-03,3.240261925384e-03,-2.191991370637e-05,0.000000000000e+00,1.684928685427e-02,2.073957026005e-02,0.000000000000e+00,4.747465550900e-01,-2.022676635534e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.855783688778e-06,5.870790954322e-01,0.000000000000e+00,0.000000000000e+00,-4.489788972939e-01,0.000000000000e+00,0.000000000000e+00,3.491021139763e-10,5.161795605034e-08,1.000000000000e+00,1.891485648230e-03,1.478799618781e-03,0.000000000000e+00
3.390384605154e-03,3.241181606427e-03,-2.046785084531e-05,0.000000000000e+00,1.583162136376e-02,2.109776623547e-02,0.000000000000e+00,4.728512465954e-01,-1.982796471566e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.779761073019e-06,6.084746442608e-01,0.000000000000e+00,0.000000000000e+00,-4.464910251093e-01,0.000000000000e+00,0.000000000000e+00,3.259179837897e-10,5.161810764226e-08,1.000000000000e+00,1.960812835023e-03,1.478346181102e-03,0.000000000000e+00
3.390264930204e-03,3.242045640945e-03,-1.899398739624e-05,0.000000000000e+00,1.478526182473e-02,2.139326557517e-02,0.000000000000e+00,4.711248278618e-01,-1.929781865329e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.678700750243e-06,6.298569954916e-01,0.000000000000e+00,0.000000000000e+00,-4.440427346987e-01,0.000000000000e+00,0.000000000000e+00,3.023567901301e-10,5.161825103073e-08,1.000000000000e+00,2.030116971582e-03,1.477924291976e-03,0.000000000000e+00
3.390145488083e-03,3.242853796110e-03,-1.750335104589e-05,0.000000000000e+00,1.371323969215e-02,2.162540704012e-02,0.000000000000e+00,4.695631861687e-01,-1.863260287791e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.551891722964e-06,6.512194414591e-01,0.000000000000e+00,0.000000000000e+00,-4.420105887395e-01,0.000000000000e+00,0.000000000000e+00,2.785584989902e-10,5.161838494435e-08,1.000000000000e+00,2.099375240505e-03,1.477534533478e-03,0.000000000000e+00
3.390026045963e-03,3.243593499064e-03,-1.599878487468e-05,0.000000000000e+00,1.261583343148e-02,2.178649231791e-02,0.000000000000e+00,4.681653678417e-01,-1.781528699212e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.396088914087e-06,6.725695714365e-01,0.000000000000e+00,0.000000000000e+00,-4.530602323761e-01,0.000000000000e+00,0.000000000000e+00,2.546456007493e-10,5.161850845112e-08,1.000000000000e+00,2.168610692024e-03,1.477176905610e-03,0.000000000000e+00
3.389908000827e-03,3.244269406423e-03,-1.450211402698e-05,0.000000000000e+00,1.151007134467e-02,2.188342064619e-02,0.000000000000e+00,4.669345021248e-01,-1.686881878413e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.215665856260e-06,6.936869379282e-01,0.000000000000e+00,0.000000000000e+00,-4.514848866052e-01,0.000000000000e+00,0.000000000000e+00,2.307591619056e-10,5.161862076140e-08,1.000000000000e+00,2.237106906250e-03,1.476854900829e-03,0.000000000000e+00
3.389789722860e-03,3.244880354032e-03,-1.300199892285e-05,0.000000000000e+00,1.038601063192e-02,2.191046997905e-02,0.000000000000e+00,4.658766686916e-01,-1.577019458637e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-3.006237193404e-06,7.147860133249e-01,0.000000000000e+00,0.000000000000e+00,-4.501951928563e-01,0.000000000000e+00,0.000000000000e+00,2.068610262751e-10,5.161872206493e-08,1.000000000000e+00,2.305557951331e-03,1.476564677432e-03,0.000000000000e+00
3.389671677724e-03,3.245430067182e-03,-1.150294338004e-05,0.000000000000e+00,9.247619658709e-03,2.187260985374e-02,0.000000000000e+00,4.649757742882e-01,-1.452821656130e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.769481852738e-06,7.358742620528e-01,0.000000000000e+00,0.000000000000e+00,-4.491316757926e-01,0.000000000000e+00,0.000000000000e+00,1.829780322530e-10,5.161881225038e-08,1.000000000000e+00,2.373986877501e-03,1.476306351833e-03,0.000000000000e+00
3.389553865418e-03,3.245919011533e-03,-1.000942029350e-05,0.000000000000e+00,8.098514750600e-03,2.177182212472e-02,0.000000000000e+00,4.642257988453e-01,-1.314774504863e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.506325472496e-06,7.569453035895e-01,0.000000000000e+00,0.000000000000e+00,-4.482770224739e-01,0.000000000000e+00,0.000000000000e+00,1.592071509335e-10,5.161889103985e-08,1.000000000000e+00,2.442371565849e-03,1.476079691201e-03,0.000000000000e+00
3.389436053112e-03,3.246338805184e-03,-8.526331839676e-06,0.000000000000e+00,6.941268686205e-03,2.160315215588e-02,0.000000000000e+00,4.636401236057e-01,-1.161951455288e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-2.215002496087e-06,7.780064376591e-01,0.000000000000e+00,0.000000000000e+00,-4.477405823141e-01,0.000000000000e+00,0.000000000000e+00,1.355845541696e-10,5.161895849326e-08,1.000000000000e+00,2.510734368116e-03,1.475884579122e-03,0.000000000000e+00
3.389318240806e-03,3.246697597206e-03,-7.057154562062e-06,0.000000000000e+00,5.780531093478e-03,2.137616090477e-02,0.000000000000e+00,4.631934762001e-01,-9.965123608708e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.899629410218e-06,7.990514761339e-01,0.000000000000e+00,0.000000000000e+00,-4.474524158110e-01,0.000000000000e+00,0.000000000000e+00,1.168504863826e-10,5.372677367932e-08,1.000000000000e+00,2.579053631052e-03,1.475720666349e-03,0.000000000000e+00
3.389200428501e-03,3.246990730986e-03,-5.606617378362e-06,0.000000000000e+00,4.619524348527e-03,2.108933217824e-02,0.000000000000e+00,4.628915786743e-01,-8.184032631107e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.560104124110e-06,8.200809816598e-01,0.000000000000e+00,0.000000000000e+00,-4.472308719118e-01,0.000000000000e+00,0.000000000000e+00,9.636189341789e-11,5.575495658088e-08,1.000000000000e+00,2.647330053151e-03,1.475587487221e-03,0.000000000000e+00
3.389082849026e-03,3.247216576710e-03,-4.178821654932e-06,0.000000000000e+00,3.461733926088e-03,2.074460498989e-02,0.000000000000e+00,4.627311229706e-01,-6.283135153353e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.197740175485e-06,8.411020441458e-01,0.000000000000e+00,0.000000000000e+00,-4.474104447562e-01,0.000000000000e+00,0.000000000000e+00,7.181508215958e-11,5.575499360187e-08,1.000000000000e+00,2.715585287660e-03,1.475484692492e-03,0.000000000000e+00
3.388965036720e-03,3.247380955145e-03,-2.776124802040e-06,0.000000000000e+00,2.310588723049e-03,2.034899964929e-02,0.000000000000e+00,4.626954495907e-01,-4.280588182155e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-8.159990443346e-07,8.621086924461e-01,0.000000000000e+00,0.000000000000e+00,-4.478092294193e-01,0.000000000000e+00,0.000000000000e+00,4.773048958164e-11,5.575501942203e-08,1.000000000000e+00,2.783798612654e-03,1.475411700085e-03,0.000000000000e+00
3.388847457245e-03,3.247478744015e-03,-1.403702412972e-06,0.000000000000e+00,1.170059433207e-03,1.990224421024e-02,0.000000000000e+00,4.627888798714e-01,-2.180585142924e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-4.156801196586e-07,8.831014656393e-01,0.000000000000e+00,0.000000000000e+00,-4.481361868234e-01,0.000000000000e+00,0.000000000000e+00,2.418574918078e-11,5.575503460675e-08,1.000000000000e+00,2.851970028132e-03,1.475367927924e-03,0.000000000000e+00
3.388729877770e-03,3.247511340305e-03,-6.434860466698e-08,0.000000000000e+00,4.344073749962e-05,1.940850540996e-02,0.000000000000e+00,4.630032479763e-01,3.595827706704e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,6.854636303011e-10,9.040872692747e-01,0.000000000000e+00,0.000000000000e+00,-4.489248243933e-01,0.000000000000e+00,0.000000000000e+00,1.187460319097e-12,5.575503983982e-08,1.000000000000e+00,2.920120954514e-03,1.475352561101e-03,0.000000000000e+00
3.388612298295e-03,3.247483400628e-03,1.240412188963e-06,0.000000000000e+00,-1.066445838660e-03,1.887379214168e-02,0.000000000000e+00,4.633251428604e-01,2.254827559227e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.298328235564e-07,9.250602988542e-01,0.000000000000e+00,0.000000000000e+00,-4.499045732740e-01,0.000000000000e+00,0.000000000000e+00,-2.116558025013e-11,5.575503583506e-08,1.000000000000e+00,2.988231135532e-03,1.475365017541e-03,0.000000000000e+00
3.388494718820e-03,3.247392596677e-03,2.506282726245e-06,0.000000000000e+00,-2.155652036890e-03,1.829993724823e-02,0.000000000000e+00,4.637542665005e-01,4.563459951896e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,8.699223599251e-07,9.460210925128e-01,0.000000000000e+00,0.000000000000e+00,-4.507032607040e-01,0.000000000000e+00,0.000000000000e+00,-4.286951628305e-11,5.575502337149e-08,1.000000000000e+00,3.056301036850e-03,1.475404249504e-03,0.000000000000e+00
3.388377139345e-03,3.247238462791e-03,3.730254093171e-06,0.000000000000e+00,-3.220820799470e-03,1.769043132663e-02,0.000000000000e+00,4.642857909203e-01,6.916552083567e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.318487079516e-06,9.669763371236e-01,0.000000000000e+00,0.000000000000e+00,-4.520002455702e-01,0.000000000000e+00,0.000000000000e+00,-6.397528178072e-11,5.575500314872e-08,1.000000000000e+00,3.124350914732e-03,1.475469674915e-03,0.000000000000e+00
3.388259559870e-03,3.247026819736e-03,4.912311851513e-06,0.000000000000e+00,-4.260223824531e-03,1.705146580935e-02,0.000000000000e+00,4.649057984352e-01,9.297180222347e-04,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.772300947778e-06,9.879203945436e-01,0.000000000000e+00,0.000000000000e+00,-4.534385143014e-01,0.000000000000e+00,0.000000000000e+00,-8.425051670714e-11,5.575497619765e-08,1.000000000000e+00,3.192361211404e-03,1.475560362451e-03,0.000000000000e+00
3.388142213225e-03,3.246758831665e-03,6.050608590158e-06,0.000000000000e+00,-5.271326284856e-03,1.638658531010e-02,0.000000000000e+00,4.656086266041e-01,1.169280963950e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.228974381069e-06,1.008853789312e+00,0.000000000000e+00,0.000000000000e+00,-4.550214127979e-01,0.000000000000e+00,0.000000000000e+00,-1.037367750664e-10,5.575494334704e-08,1.000000000000e+00,3.260332625359e-03,1.475675147958e-03,0.000000000000e+00
3.388024633750e-03,3.246430307627e-03,7.139346962504e-06,0.000000000000e+00,-6.248852703720e-03,1.569771207869e-02,0.000000000000e+00,4.663960933685e-01,1.409017131664e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.685978188310e-06,1.029777038068e+00,0.000000000000e+00,0.000000000000e+00,-4.563044747067e-01,0.000000000000e+00,0.000000000000e+00,-1.224612864467e-10,5.575490536432e-08,1.000000000000e+00,3.328265156597e-03,1.475813216530e-03,0.000000000000e+00
3.387907054275e-03,3.246048698202e-03,8.181413249986e-06,0.000000000000e+00,-7.193360943347e-03,1.499052438885e-02,0.000000000000e+00,4.672533273697e-01,1.647548866458e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.140686203551e-06,1.050696513278e+00,0.000000000000e+00,0.000000000000e+00,-4.581047739589e-01,0.000000000000e+00,0.000000000000e+00,-1.403907790646e-10,5.575486310072e-08,1.000000000000e+00,3.396178828552e-03,1.475973520428e-03,0.000000000000e+00
3.387789707631e-03,3.245615866035e-03,9.175493687508e-06,0.000000000000e+00,-8.102660067379e-03,1.426859013736e-02,0.000000000000e+00,4.681741297245e-01,1.883600605652e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.590666210584e-06,1.071606790160e+00,0.000000000000e+00,0.000000000000e+00,-4.599814772329e-01,0.000000000000e+00,0.000000000000e+00,-1.574944681887e-10,5.575481741018e-08,1.000000000000e+00,3.464054549113e-03,1.476155128330e-03,0.000000000000e+00
3.387672128156e-03,3.245133673772e-03,1.012036045722e-05,0.000000000000e+00,-8.974682539701e-03,1.353505253792e-02,0.000000000000e+00,4.691532552242e-01,2.115972805768e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.033632649225e-06,1.092508349183e+00,0.000000000000e+00,0.000000000000e+00,-4.615403904046e-01,0.000000000000e+00,0.000000000000e+00,-1.737299619822e-10,5.575476918480e-08,1.000000000000e+00,3.531893016770e-03,1.476356876083e-03,0.000000000000e+00
3.387554781511e-03,3.244600025937e-03,1.101234556700e-05,0.000000000000e+00,-9.805453009903e-03,1.279248669744e-02,0.000000000000e+00,4.701890647411e-01,2.343225292861e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.466838618100e-06,1.113407308290e+00,0.000000000000e+00,0.000000000000e+00,-4.635894919492e-01,0.000000000000e+00,0.000000000000e+00,-1.890704912971e-10,5.575471927380e-08,1.000000000000e+00,3.599712857977e-03,1.476577832364e-03,0.000000000000e+00
