"p","U:0","U:1","U:2","grad(U):0","grad(U):1","grad(U):2","grad(U):3","grad(U):4","grad(U):5","grad(U):6","grad(U):7","grad(U):8","IntegrationTime","Vorticity:0","Vorticity:1","Vorticity:2","Rotation","AngularVelocity","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
3.393723629415e-03,1.331535517238e-03,1.289443844144e-06,0.000000000000e+00,-4.101881757379e-03,-7.071467116475e-04,0.000000000000e+00,-2.419059276581e+00,8.753452450037e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.668651384534e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,2.423767787331e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.000000000000e+00,0.000000000000e+00,3.500000108033e-03,0.000000000000e+00
3.393644466996e-03,1.331367297098e-03,1.227804659720e-06,0.000000000000e+00,-4.311560187489e-03,-1.736173988320e-03,0.000000000000e+00,-2.417864322662e+00,8.518188260496e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.623803473194e-05,4.729169595315e-02,0.000000000000e+00,0.000000000000e+00,2.420588435244e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.000000000000e+00,6.297057552729e-05,3.500059945509e-03,0.000000000000e+00
3.393524792045e-03,1.330890809186e-03,1.065130959432e-06,0.000000000000e+00,-7.211682852358e-03,-3.223810810596e-03,0.000000000000e+00,-2.415065050125e+00,8.061458356678e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.536738091090e-05,9.458533403412e-02,0.000000000000e+00,0.000000000000e+00,2.416519284602e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.000000000000e+00,1.259357813979e-04,3.500114660710e-03,0.000000000000e+00
3.393415128812e-03,1.330255414359e-03,8.253745704678e-07,0.000000000000e+00,-8.027451112866e-03,-4.246865399182e-03,0.000000000000e+00,-2.412242412567e+00,7.596265990287e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.448059356335e-05,1.418918966023e-01,0.000000000000e+00,0.000000000000e+00,2.412790230552e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.000000000000e+00,1.888956467155e-04,3.500159597024e-03,0.000000000000e+00
3.393306164071e-03,1.329694641754e-03,5.375271143748e-07,0.000000000000e+00,-7.383462972939e-03,-4.792464431375e-03,0.000000000000e+00,-2.409487247467e+00,7.223166991025e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.376936324959e-05,1.892170715102e-01,0.000000000000e+00,0.000000000000e+00,2.409209239121e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.000000000000e+00,2.518502296880e-04,3.500191960484e-03,0.000000000000e+00
3.393196966499e-03,1.329199643806e-03,2.277281936358e-07,0.000000000000e+00,-7.074927911162e-03,-4.930059425533e-03,0.000000000000e+00,-2.406849622726e+00,7.001522928476e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.334684839094e-05,2.365543088451e-01,0.000000000000e+00,0.000000000000e+00,2.406485205654e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.000000000000e+00,3.147943061776e-04,3.500210121274e-03,0.000000000000e+00
3.393087768927e-03,1.328753889538e-03,-8.185735822508e-08,0.000000000000e+00,-6.904650013894e-03,-4.831786267459e-03,0.000000000000e+00,-2.404350519180e+00,6.914212368429e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.318041086051e-05,2.839052626697e-01,0.000000000000e+00,0.000000000000e+00,2.404059875009e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-1.000000000000e+00,3.777331730817e-04,3.500213613734e-03,0.000000000000e+00
3.392978338525e-03,1.328349579126e-03,-3.802360879490e-07,0.000000000000e+00,-6.846937350929e-03,-4.579559434205e-03,0.000000000000e+00,-2.402004480362e+00,6.942838896066e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.323498054262e-05,3.312682164981e-01,0.000000000000e+00,0.000000000000e+00,2.401905628240e+00,0.000000000000e+00,0.000000000000e+00,-0.000000000000e+00,-0.000000000000e+00,-1.000000000000e+00,4.406668886077e-04,3.500202670693e-03,0.000000000000e+00
3.392868442461e-03,1.327978214249e-03,-6.580161766578e-07,0.000000000000e+00,-6.893106736243e-03,-4.229447338730e-03,0.000000000000e+00,-2.399832248688e+00,7.068646140397e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.347480429104e-05,3.786417188448e-01,0.000000000000e+00,0.000000000000e+00,2.400297955390e+00,0.000000000000e+00,0.000000000000e+00,-0.000000000000e+00,-0.000000000000e+00,-1.000000000000e+00,5.035954527557e-04,3.500177990645e-03,0.000000000000e+00
3.392758779228e-03,1.327631645836e-03,-9.114821750700e-07,0.000000000000e+00,-7.009375374764e-03,-3.834100207314e-03,0.000000000000e+00,-2.397819042206e+00,7.257217075676e-03,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.383427206747e-05,4.260208111040e-01,0.000000000000e+00,0.000000000000e+00,2.398628515717e+00,0.000000000000e+00,0.000000000000e+00,-0.000000000000e+00,-0.000000000000e+00,-1.000000000000e+00,5.665138596669e-04,3.500140504912e-03,0.000000000000e+00
