"p","U:0","U:1","U:2","grad(U):0","grad(U):1","grad(U):2","grad(U):3","grad(U):4","grad(U):5","grad(U):6","grad(U):7","grad(U):8","IntegrationTime","Vorticity:0","Vorticity:1","Vorticity:2","Rotation","AngularVelocity","Normals:0","Normals:1","Normals:2","Points:0","Points:1","Points:2"
3.393903607503e-03,2.994765294716e-03,-1.928130404849e-05,0.000000000000e+00,2.956053800881e-02,1.004443038255e-03,0.000000000000e+00,-1.969577074051e-01,-3.729763999581e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.109967555152e-05,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.978833558851e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,0.000000000000e+00,5.000000237487e-04,0.000000000000e+00
3.393870079890e-03,2.996092429385e-03,-1.924288699229e-05,0.000000000000e+00,4.738118499517e-02,1.402042340487e-03,0.000000000000e+00,-1.971875876188e-01,-3.720079362392e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.091504812706e-05,1.234154216164e-02,0.000000000000e+00,0.000000000000e+00,1.979502067818e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,3.696002386278e-05,4.997623618692e-04,0.000000000000e+00
3.393815364689e-03,2.998444484547e-03,-1.917416011565e-05,0.000000000000e+00,6.448850780725e-02,1.888169907033e-03,0.000000000000e+00,-1.975356191397e-01,-3.703891113400e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.060645293677e-05,2.467761894466e-02,0.000000000000e+00,0.000000000000e+00,1.995652085826e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,7.392005500151e-05,4.995253984816e-04,0.000000000000e+00
3.393748775125e-03,3.001336706802e-03,-1.908466219902e-05,0.000000000000e+00,7.607606798410e-02,2.360735088587e-03,0.000000000000e+00,-1.979415267706e-01,-3.683403879404e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-7.021591591183e-05,3.698491515092e-02,0.000000000000e+00,0.000000000000e+00,2.004099048399e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,1.108228025259e-04,4.992900649086e-04,0.000000000000e+00
3.393682185560e-03,3.004143247381e-03,-1.898550726764e-05,0.000000000000e+00,7.476572692394e-02,2.674747724086e-03,0.000000000000e+00,-1.983268260956e-01,-3.661253303289e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.979366298765e-05,4.926136372784e-02,0.000000000000e+00,0.000000000000e+00,2.008540375747e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,1.476685574744e-04,4.990564775653e-04,0.000000000000e+00
3.393615130335e-03,3.006933024153e-03,-1.887015969260e-05,0.000000000000e+00,7.428767532110e-02,2.962143626064e-03,0.000000000000e+00,-1.986636519432e-01,-3.637760877609e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.934583507245e-05,6.152634602964e-02,0.000000000000e+00,0.000000000000e+00,2.017304424236e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,1.845143269747e-04,4.988244618289e-04,0.000000000000e+00
3.393548075110e-03,3.009703475982e-03,-1.874759254861e-05,0.000000000000e+00,7.384178787470e-02,3.187759546563e-03,0.000000000000e+00,-1.990031152964e-01,-3.614540025592e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.890318036312e-05,7.376109696243e-02,0.000000000000e+00,0.000000000000e+00,2.024287459999e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,2.213034167653e-04,4.985944251530e-04,0.000000000000e+00
3.393481019884e-03,3.012454370037e-03,-1.861911368906e-05,0.000000000000e+00,7.337073981762e-02,3.355801803991e-03,0.000000000000e+00,-1.993443667889e-01,-3.591702505946e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.846783071524e-05,8.596584921574e-02,0.000000000000e+00,0.000000000000e+00,2.030322155888e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,2.580361033324e-04,4.983664839529e-04,0.000000000000e+00
3.393413964659e-03,3.015182679519e-03,-1.848537613114e-05,0.000000000000e+00,7.289402931929e-02,3.476620651782e-03,0.000000000000e+00,-1.996757835150e-01,-3.569247946143e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.803978612879e-05,9.814082856590e-02,0.000000000000e+00,0.000000000000e+00,2.034334493054e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,2.947126922663e-04,4.981406964362e-04,0.000000000000e+00
3.393346909434e-03,3.017889801413e-03,-1.834757313190e-05,0.000000000000e+00,7.241410017014e-02,3.560506971553e-03,0.000000000000e+00,-1.999911963940e-01,-3.547269850969e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.762082193745e-05,1.103047951883e-01,0.000000000000e+00,0.000000000000e+00,2.039371293454e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,3.313892812002e-04,4.979167715646e-04,0.000000000000e+00
3.393280319870e-03,3.020577132702e-03,-1.820791294449e-05,0.000000000000e+00,7.193321734667e-02,3.624025266618e-03,0.000000000000e+00,-2.002925723791e-01,-3.525609523058e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.720791861881e-05,1.224393582358e-01,0.000000000000e+00,0.000000000000e+00,2.043808674016e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,3.680100489873e-04,4.976951167919e-04,0.000000000000e+00
3.393213730305e-03,3.023244440556e-03,-1.806681029848e-05,0.000000000000e+00,7.145147770643e-02,3.671031910926e-03,0.000000000000e+00,-2.005791962147e-01,-3.504206985235e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.679991929559e-05,1.345447425136e-01,0.000000000000e+00,0.000000000000e+00,2.047825148887e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,4.045752866659e-04,4.974756157026e-04,0.000000000000e+00
3.393147140741e-03,3.025888465345e-03,-1.792448711058e-05,0.000000000000e+00,7.096834480762e-02,3.704423783347e-03,0.000000000000e+00,-2.008467763662e-01,-3.482986241579e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.639539788011e-05,1.466211778851e-01,0.000000000000e+00,0.000000000000e+00,2.051119759662e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,4.410853143781e-04,4.972583847120e-04,0.000000000000e+00
3.393080784008e-03,3.028512001038e-03,-1.778111436579e-05,0.000000000000e+00,7.048169523478e-02,3.731501521543e-03,0.000000000000e+00,-2.010943442583e-01,-3.461682051420e-02,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,-6.598928302992e-05,1.586870646690e-01,0.000000000000e+00,0.000000000000e+00,2.054615729041e-01,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,1.000000000000e+00,4.775953420904e-04,4.970430745743e-04,0.000000000000e+00
