"alpha.water","p_rgh","p","U:0","U:1","U:2","gradU:0","gradU:1","gradU:2","gradU:3","gradU:4","gradU:5","gradU:6","gradU:7","gradU:8","ParticleId","ParticleSourceId","InjectedPointId","InjectionStepId","ErrorCode","ParticleAge","Vorticity","Rotation","AngularVelocity","vtkValidPointMask","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2","Time"
9.99963e-01,8.31695e+04,8.31696e+04,2.31348e+00,-9.07654e-02,2.16840e-19,4.52647e+04,-2.62971e+03,0.00000e+00,-2.86086e+03,-2.25438e+04,0.00000e+00,0.00000e+00,0.00000e+00,-4.29748e+01,1,0,1,0,0,0.00000e+00,-2.15493e-11,-9.76920e-19,-3.90768e-11,1,-4.50000e-05,4.00000e-06,0.00000e+00,5.00000e-08
9.99963e-01,6.06980e+04,6.06981e+04,2.33708e+00,-9.19108e-02,1.08420e-19,4.59309e+04,-2.67736e+03,0.00000e+00,-2.90171e+03,-2.28831e+04,-2.84217e-14,0.00000e+00,-2.84217e-14,-4.36216e+01,1,0,1,0,0,5.00000e-08,-6.00121e-12,-2.10276e-18,-5.95691e-12,1,-4.48837e-05,3.99543e-06,6.77626e-28,1.00000e-07
9.99964e-01,5.30958e+04,5.30958e+04,2.35590e+00,-9.28230e-02,1.08420e-19,4.64490e+04,-2.71638e+03,-3.55271e-15,-2.92764e+03,-2.31417e+04,0.00000e+00,3.55271e-15,0.00000e+00,-4.41145e+01,1,0,1,0,0,1.00000e-07,5.85098e-12,-2.10757e-18,5.76456e-12,1,-4.47664e-05,3.99082e-06,2.03288e-27,1.50000e-07
9.99963e-01,4.93580e+04,4.93581e+04,2.37228e+00,-9.36220e-02,1.08420e-19,4.69048e+04,-2.74910e+03,0.00000e+00,-2.94677e+03,-2.33696e+04,0.00000e+00,0.00000e+00,0.00000e+00,-4.45489e+01,1,0,1,0,0,1.50000e-07,-8.45731e-13,-2.21158e-18,-9.92477e-12,1,-4.46482e-05,3.98615e-06,2.48463e-27,2.00000e-07
9.99963e-01,4.71554e+04,4.71554e+04,2.38721e+00,-9.43502e-02,0.00000e+00,4.73259e+04,-2.77510e+03,-3.55271e-15,-2.96172e+03,-2.35804e+04,0.00000e+00,0.00000e+00,0.00000e+00,-4.49509e+01,1,0,1,0,0,2.00000e-07,-2.79764e-12,-2.68605e-18,-9.05400e-12,1,-4.45292e-05,3.98145e-06,3.27519e-27,2.50000e-07
9.99963e-01,4.56906e+04,4.56907e+04,2.40118e+00,-9.50240e-02,0.00000e+00,4.77213e+04,-2.79882e+03,3.55271e-15,-2.97294e+03,-2.37785e+04,2.84217e-14,2.66454e-15,2.84217e-14,-4.53284e+01,1,0,1,0,0,2.50000e-07,-1.45027e-11,-3.27705e-18,-1.45861e-11,1,-4.44095e-05,3.97672e-06,2.25875e-27,3.00000e-07
9.99963e-01,4.45921e+04,4.45921e+04,2.41447e+00,-9.56580e-02,2.13452e-19,4.80980e+04,-2.82401e+03,-7.10543e-15,-2.98132e+03,-2.39677e+04,0.00000e+00,1.11022e-16,0.00000e+00,-4.56892e+01,1,0,1,0,0,3.00000e-07,-8.28696e-12,-4.00793e-18,-1.46491e-11,1,-4.42891e-05,3.97195e-06,-9.88205e-29,3.50000e-07
9.99963e-01,4.36899e+04,4.36899e+04,2.42735e+00,-9.62652e-02,2.16840e-19,4.84637e+04,-2.85043e+03,0.00000e+00,-2.98949e+03,-2.41506e+04,0.00000e+00,0.00000e+00,0.00000e+00,-4.60377e+01,1,0,1,0,0,3.50000e-07,-2.27187e-11,-3.83533e-18,2.15528e-11,1,-4.41681e-05,3.96715e-06,1.24231e-27,4.00000e-07
9.99963e-01,4.29657e+04,4.29657e+04,2.43983e+00,-9.68525e-02,-2.16840e-19,4.88169e+04,-2.87662e+03,0.00000e+00,-2.99961e+03,-2.43243e+04,-2.84217e-14,0.00000e+00,-2.84217e-14,-4.63689e+01,1,0,1,0,0,4.00000e-07,-4.31286e-11,-4.21718e-18,-3.68269e-11,1,-4.40464e-05,3.96233e-06,2.82344e-27,4.50000e-07
9.99963e-01,4.24005e+04,4.24005e+04,2.45199e+00,-9.74215e-02,-1.08420e-19,4.91602e+04,-2.90114e+03,-7.10543e-15,-3.00549e+03,-2.44927e+04,0.00000e+00,3.55271e-15,0.00000e+00,-4.66898e+01,1,0,1,0,0,4.50000e-07,2.42787e-11,-4.13306e-18,4.01919e-11,1,-4.39241e-05,3.95747e-06,1.46819e-27,5.00000e-07
