"alpha.water","p_rgh","p","U:0","U:1","U:2","gradU:0","gradU:1","gradU:2","gradU:3","gradU:4","gradU:5","gradU:6","gradU:7","gradU:8","ParticleId","ParticleSourceId","InjectedPointId","InjectionStepId","ErrorCode","ParticleAge","Vorticity","Rotation","AngularVelocity","vtkValidPointMask","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2","Time"
9.99986e-01,9.37803e+04,9.37805e+04,1.44483e+00,-2.10515e-01,0.00000e+00,2.19889e+04,-4.86137e+03,0.00000e+00,-5.24868e+03,-1.05842e+04,0.00000e+00,0.00000e+00,0.00000e+00,-2.01764e+01,5,0,5,0,0,0.00000e+00,0.00000e+00,0.00000e+00,0.00000e+00,1,-7.00000e-05,1.85000e-05,0.00000e+00,5.00000e-08
9.99986e-01,6.85502e+04,6.85503e+04,1.45563e+00,-2.12766e-01,-4.33681e-19,2.22359e+04,-4.92741e+03,0.00000e+00,-5.31595e+03,-1.07044e+04,0.00000e+00,0.00000e+00,0.00000e+00,-2.04055e+01,5,0,5,0,0,5.00000e-08,2.07945e-11,1.73855e-19,6.95420e-12,1,-6.99275e-05,1.84894e-05,-2.71051e-27,1.00000e-07
9.99986e-01,5.96003e+04,5.96004e+04,1.46429e+00,-2.14435e-01,0.00000e+00,2.24228e+04,-4.97523e+03,0.00000e+00,-5.36459e+03,-1.07947e+04,0.00000e+00,0.00000e+00,0.00000e+00,-2.05777e+01,5,0,5,0,0,1.00000e-07,0.00000e+00,3.47710e-19,0.00000e+00,1,-6.98545e-05,1.84787e-05,-6.32451e-27,1.50000e-07
9.99986e-01,5.51003e+04,5.51005e+04,1.47170e+00,-2.15822e-01,0.00000e+00,2.25797e+04,-5.01566e+03,0.00000e+00,-5.40562e+03,-1.08703e+04,0.00000e+00,0.00000e+00,0.00000e+00,-2.07217e+01,5,0,5,0,0,1.50000e-07,0.00000e+00,3.47710e-19,0.00000e+00,1,-6.97811e-05,1.84680e-05,-5.42101e-27,2.00000e-07
9.99986e-01,5.24175e+04,5.24176e+04,1.47831e+00,-2.17047e-01,0.00000e+00,2.27200e+04,-5.05215e+03,0.00000e+00,-5.44256e+03,-1.09376e+04,0.00000e+00,1.42109e-14,0.00000e+00,-2.08501e+01,5,0,5,0,0,2.00000e-07,0.00000e+00,3.47710e-19,0.00000e+00,1,-6.97073e-05,1.84572e-05,-5.42101e-27,2.50000e-07
9.99986e-01,5.06227e+04,5.06229e+04,1.48437e+00,-2.18170e-01,0.00000e+00,2.28498e+04,-5.08603e+03,7.10543e-15,-5.47683e+03,-1.09998e+04,0.00000e+00,0.00000e+00,0.00000e+00,-2.09687e+01,5,0,5,0,0,2.50000e-07,1.25674e-12,7.50926e-21,-1.36080e-11,1,-6.96333e-05,1.84463e-05,-6.32451e-27,3.00000e-07
9.99986e-01,4.92834e+04,4.92836e+04,1.49005e+00,-2.19219e-01,0.00000e+00,2.29726e+04,-5.11790e+03,7.10543e-15,-5.50933e+03,-1.10588e+04,1.42109e-14,0.00000e+00,1.42109e-14,-2.10812e+01,5,0,5,0,0,3.00000e-07,0.00000e+00,-3.32691e-19,0.00000e+00,1,-6.95589e-05,1.84353e-05,-4.51751e-27,3.50000e-07
9.99986e-01,4.82030e+04,4.82032e+04,1.49543e+00,-2.20213e-01,-2.16840e-19,2.30904e+04,-5.14795e+03,0.00000e+00,-5.54042e+03,-1.11158e+04,-1.42109e-14,0.00000e+00,-1.42109e-14,-2.11898e+01,5,0,5,0,0,3.50000e-07,-5.83590e-12,-4.87774e-19,-6.20330e-12,1,-6.94843e-05,1.84244e-05,-7.22801e-27,4.00000e-07
9.99986e-01,4.73350e+04,4.73352e+04,1.50057e+00,-2.21162e-01,-2.16840e-19,2.32043e+04,-5.17682e+03,0.00000e+00,-5.57066e+03,-1.11711e+04,0.00000e+00,0.00000e+00,0.00000e+00,-2.12952e+01,5,0,5,0,0,4.00000e-07,0.00000e+00,-6.42858e-19,-6.69486e-17,1,-6.94094e-05,1.84133e-05,-6.32451e-27,4.50000e-07
9.99986e-01,4.66536e+04,4.66538e+04,1.50554e+00,-2.22073e-01,0.00000e+00,2.33151e+04,-5.20508e+03,0.00000e+00,-5.59983e+03,-1.12251e+04,7.10543e-15,3.55271e-15,7.10543e-15,-2.13982e+01,5,0,5,0,0,4.50000e-07,1.72725e-11,-2.15668e-19,1.70877e-11,1,-6.93342e-05,1.84022e-05,-7.22801e-27,5.00000e-07
