"alpha.water","p_rgh","p","U:0","U:1","U:2","gradU:0","gradU:1","gradU:2","gradU:3","gradU:4","gradU:5","gradU:6","gradU:7","gradU:8","ParticleId","ParticleSourceId","InjectedPointId","InjectionStepId","ErrorCode","ParticleAge","Vorticity","Rotation","AngularVelocity","vtkValidPointMask","Point Coordinates:0","Point Coordinates:1","Point Coordinates:2","Time"
9.99936e-01,3.11213e+04,3.11214e+04,4.30263e+00,-6.82405e-01,-1.08420e-19,1.10146e+05,-2.27448e+04,0.00000e+00,-2.78366e+04,-5.40304e+04,-2.84217e-14,-1.42109e-14,-2.84217e-14,-1.02997e+02,3,0,3,0,0,5.00000e-07,2.36516e-11,7.06348e-18,1.87407e-11,1,-1.79448e-05,1.21767e-05,-2.71051e-27,5.50000e-07
9.99932e-01,3.07525e+04,3.07526e+04,4.33898e+00,-6.88308e-01,-8.67362e-19,1.11405e+05,-2.28805e+04,-1.42109e-14,-2.80529e+04,-5.46510e+04,0.00000e+00,2.84217e-14,0.00000e+00,-1.04180e+02,3,0,3,0,0,5.50000e-07,3.01099e-12,7.68961e-18,6.30447e-12,1,-1.77288e-05,1.21424e-05,-8.01858e-27,6.00000e-07
9.99937e-01,3.04531e+04,3.04532e+04,4.37540e+00,-6.93931e-01,0.00000e+00,1.12708e+05,-2.30516e+04,-7.10543e-15,-2.81530e+04,-5.53482e+04,1.42109e-14,-3.55271e-14,1.42109e-14,-1.05509e+02,3,0,3,0,0,6.00000e-07,-2.50712e-11,7.47498e-18,-1.48897e-11,1,-1.75109e-05,1.21079e-05,-1.07291e-26,6.50000e-07
9.99935e-01,3.01511e+04,3.01512e+04,4.41163e+00,-6.99356e-01,4.47233e-19,1.13879e+05,-2.32612e+04,1.24345e-14,-2.84092e+04,-5.59083e+04,3.19744e-14,4.26326e-14,3.19744e-14,-1.06577e+02,3,0,3,0,0,6.50000e-07,-4.40670e-12,9.06167e-18,7.83575e-11,1,-1.72912e-05,1.20730e-05,-7.96211e-27,7.00000e-07
9.99936e-01,2.98355e+04,2.98357e+04,4.44815e+00,-7.04603e-01,4.33681e-19,1.15147e+05,-2.33187e+04,7.10543e-15,-2.85313e+04,-5.65773e+04,2.84217e-14,-1.42109e-14,2.84217e-14,-1.07852e+02,3,0,3,0,0,7.00000e-07,-3.88612e-11,9.68027e-18,-5.36134e-11,1,-1.70697e-05,1.20379e-05,-1.10679e-26,7.50000e-07
9.99939e-01,2.95962e+04,2.95964e+04,4.48460e+00,-7.09606e-01,-1.08420e-19,1.16414e+05,-2.34984e+04,-3.55271e-15,-2.84663e+04,-5.72711e+04,-2.13163e-14,-3.55271e-15,-2.13163e-14,-1.09175e+02,3,0,3,0,0,7.50000e-07,-6.01143e-11,7.10954e-18,-4.92161e-11,1,-1.68464e-05,1.20026e-05,-1.35525e-26,8.00000e-07
9.99936e-01,2.93652e+04,2.93653e+04,4.52128e+00,-7.14486e-01,-8.67362e-19,1.17646e+05,-2.35536e+04,1.42109e-14,-2.85389e+04,-5.78851e+04,5.68434e-14,0.00000e+00,5.68434e-14,-1.10345e+02,3,0,3,0,0,8.00000e-07,1.38664e-11,6.43367e-18,2.21816e-11,1,-1.66213e-05,1.19670e-05,-1.41384e-26,8.50000e-07
9.99939e-01,2.90532e+04,2.90533e+04,4.55815e+00,-7.19156e-01,5.42101e-19,1.18910e+05,-2.36388e+04,-1.77636e-14,-2.84990e+04,-5.86204e+04,-1.42109e-14,-2.13163e-14,-1.42109e-14,-1.11747e+02,3,0,3,0,0,8.50000e-07,4.24455e-11,8.00202e-18,4.05523e-11,1,-1.63943e-05,1.19311e-05,-1.91077e-26,9.00000e-07
9.99937e-01,2.88042e+04,2.88043e+04,4.59508e+00,-7.23678e-01,-8.67362e-19,1.20186e+05,-2.37176e+04,0.00000e+00,-2.84115e+04,-5.93120e+04,-5.68434e-14,-2.84217e-14,-5.68434e-14,-1.13065e+02,3,0,3,0,0,9.00000e-07,1.18831e-10,1.27042e-17,1.47534e-10,1,-1.61655e-05,1.18951e-05,-1.91359e-26,9.50000e-07
9.99939e-01,2.84785e+04,2.84786e+04,4.63253e+00,-7.28056e-01,2.16840e-19,1.21405e+05,-2.37160e+04,-7.10543e-15,-2.83695e+04,-5.99760e+04,-8.52651e-14,0.00000e+00,-8.52651e-14,-1.14331e+02,3,0,3,0,0,9.50000e-07,6.70081e-12,1.57232e-17,-2.67742e-11,1,-1.59348e-05,1.18588e-05,-1.86841e-26,1.00000e-06
9.99938e-01,2.82318e+04,2.82319e+04,4.66988e+00,-7.32231e-01,8.67362e-19,1.22676e+05,-2.37591e+04,-1.50990e-14,-2.82578e+04,-6.07262e+04,8.34888e-14,-2.57572e-14,8.34888e-14,-1.15761e+02,3,0,3,0,0,1.00000e-06,6.99802e-12,1.70173e-17,7.85378e-11,1,-1.57022e-05,1.18223e-05,-2.46698e-26,1.05000e-06
9.99939e-01,2.79882e+04,2.79883e+04,4.70784e+00,-7.36295e-01,-4.33681e-19,1.23936e+05,-2.36573e+04,-7.10543e-15,-2.81568e+04,-6.14103e+04,0.00000e+00,2.13163e-14,0.00000e+00,-1.17065e+02,3,0,3,0,0,1.05000e-06,1.11481e-12,1.98990e-17,3.67293e-11,1,-1.54678e-05,1.17856e-05,-1.92488e-26,1.10000e-06
9.99940e-01,2.76845e+04,2.76846e+04,4.74587e+00,-7.40177e-01,-3.79471e-19,1.25180e+05,-2.36468e+04,8.88178e-15,-2.79691e+04,-6.21702e+04,-2.84217e-14,3.55271e-14,-2.84217e-14,-1.18514e+02,3,0,3,0,0,1.10000e-06,-4.85839e-12,2.13809e-17,2.25495e-11,1,-1.52314e-05,1.17486e-05,-5.69630e-27,1.15000e-06
9.99938e-01,2.74221e+04,2.74222e+04,4.78435e+00,-7.43893e-01,0.00000e+00,1.26453e+05,-2.34512e+04,-7.10543e-15,-2.78170e+04,-6.28842e+04,5.68434e-14,1.42109e-14,5.68434e-14,-1.19875e+02,3,0,3,0,0,1.15000e-06,8.11413e-12,2.26733e-17,2.91456e-11,1,-1.49932e-05,1.17115e-05,-8.97149e-27,1.20000e-06
9.99940e-01,2.71494e+04,2.71496e+04,4.82312e+00,-7.47467e-01,4.33681e-19,1.27687e+05,-2.33821e+04,1.77636e-14,-2.75752e+04,-6.36428e+04,7.81597e-14,3.55271e-15,7.81597e-14,-1.21321e+02,3,0,3,0,0,1.20000e-06,7.46316e-11,2.57393e-17,9.34934e-11,1,-1.47530e-05,1.16743e-05,-4.00223e-27,1.25000e-06
9.99938e-01,2.68465e+04,2.68467e+04,4.86221e+00,-7.50843e-01,-6.50521e-19,1.28974e+05,-2.30938e+04,-1.42109e-14,-2.73332e+04,-6.44068e+04,-5.68434e-14,1.42109e-14,-5.68434e-14,-1.22777e+02,3,0,3,0,0,1.25000e-06,-8.28629e-12,2.77245e-17,-1.40846e-11,1,-1.45109e-05,1.16368e-05,-9.83264e-27,1.30000e-06
9.99940e-01,2.65420e+04,2.65421e+04,4.90177e+00,-7.54079e-01,-9.75782e-19,1.30207e+05,-2.29474e+04,0.00000e+00,-2.70753e+04,-6.51644e+04,-3.55271e-14,2.13163e-14,-3.55271e-14,-1.24222e+02,3,0,3,0,0,1.30000e-06,-6.11080e-11,2.58726e-17,-5.99911e-11,1,-1.42668e-05,1.15992e-05,-2.13523e-26,1.35000e-06
9.99937e-01,2.62809e+04,2.62810e+04,4.94158e+00,-7.57129e-01,0.00000e+00,1.31509e+05,-2.25859e+04,-7.10543e-15,-2.67058e+04,-6.59822e+04,2.84217e-14,7.10543e-15,2.84217e-14,-1.25781e+02,3,0,3,0,0,1.35000e-06,-1.86958e-11,2.31248e-17,-4.99227e-11,1,-1.40207e-05,1.15614e-05,-1.13573e-26,1.40000e-06
9.99940e-01,2.59675e+04,2.59676e+04,4.98194e+00,-7.60011e-01,2.16840e-19,1.32743e+05,-2.23435e+04,-2.48690e-14,-2.64229e+04,-6.67450e+04,-4.97380e-14,-1.77636e-14,-4.97380e-14,-1.27235e+02,3,0,3,0,0,1.40000e-06,5.27763e-12,2.14291e-17,-1.79054e-11,1,-1.37726e-05,1.15235e-05,-5.93629e-27,1.45000e-06
9.99937e-01,2.56685e+04,2.56687e+04,5.02255e+00,-7.62714e-01,4.33681e-19,1.34036e+05,-2.19175e+04,2.13163e-14,-2.59428e+04,-6.75891e+04,2.84217e-14,1.42109e-14,2.84217e-14,-1.28844e+02,3,0,3,0,0,1.45000e-06,-7.95896e-11,1.79975e-17,-1.19356e-10,1,-1.35225e-05,1.14854e-05,1.46113e-27,1.50000e-06
9.99939e-01,2.53661e+04,2.53662e+04,5.06377e+00,-7.65221e-01,4.33681e-19,1.35273e+05,-2.15494e+04,0.00000e+00,-2.55946e+04,-6.83715e+04,0.00000e+00,-7.10543e-15,0.00000e+00,-1.30335e+02,3,0,3,0,0,1.50000e-06,-4.02918e-11,1.28377e-17,-8.70355e-11,1,-1.32703e-05,1.14472e-05,7.10802e-27,1.55000e-06
9.99936e-01,2.50328e+04,2.50329e+04,5.10524e+00,-7.67533e-01,4.33681e-19,1.36543e+05,-2.10400e+04,-7.10543e-15,-2.50273e+04,-6.92229e+04,9.94760e-14,7.10543e-15,9.94760e-14,-1.31958e+02,3,0,3,0,0,1.55000e-06,-8.45762e-11,8.22357e-18,-9.75304e-11,1,-1.30161e-05,1.14089e-05,1.72159e-26,1.60000e-06
9.99938e-01,2.47360e+04,2.47361e+04,5.14732e+00,-7.69641e-01,0.00000e+00,1.37786e+05,-2.05458e+04,3.55271e-15,-2.45630e+04,-7.00412e+04,8.52651e-14,-1.42109e-14,8.52651e-14,-1.33518e+02,3,0,3,0,0,1.60000e-06,1.31340e-11,6.15070e-18,1.46157e-11,1,-1.27598e-05,1.13705e-05,7.27742e-27,1.65000e-06
9.99935e-01,2.44037e+04,2.44038e+04,5.18971e+00,-7.71515e-01,-2.16840e-19,1.39028e+05,-1.99352e+04,1.06581e-14,-2.39173e+04,-7.08898e+04,0.00000e+00,0.00000e+00,0.00000e+00,-1.35136e+02,3,0,3,0,0,1.65000e-06,3.90911e-11,7.64450e-18,4.51361e-11,1,-1.25014e-05,1.13319e-05,3.31755e-28,1.70000e-06
9.99937e-01,2.40682e+04,2.40683e+04,5.23270e+00,-7.73184e-01,-5.42101e-19,1.40255e+05,-1.93157e+04,-1.06581e-14,-2.33080e+04,-7.17336e+04,5.68434e-14,3.55271e-14,5.68434e-14,-1.36744e+02,3,0,3,0,0,1.70000e-06,-4.47982e-11,8.33622e-18,-1.74672e-11,1,-1.22408e-05,1.12933e-05,-1.05103e-26,1.75000e-06
9.99934e-01,2.37422e+04,2.37423e+04,5.27605e+00,-7.74596e-01,7.58942e-19,1.41473e+05,-1.85862e+04,7.10543e-15,-2.25871e+04,-7.25829e+04,9.94760e-14,1.06581e-14,9.94760e-14,-1.38363e+02,3,0,3,0,0,1.75000e-06,-3.45303e-11,8.55446e-18,2.61970e-11,1,-1.19781e-05,1.12546e-05,-1.29243e-26,1.80000e-06
9.99936e-01,2.33809e+04,2.33810e+04,5.31994e+00,-7.75766e-01,-5.14996e-19,1.42671e+05,-1.78523e+04,-2.57572e-14,-2.17959e+04,-7.34423e+04,-3.55271e-15,-4.44089e-15,-3.55271e-15,-1.40001e+02,3,0,3,0,0,1.80000e-06,-5.12715e-11,6.84523e-18,-9.45663e-11,1,-1.17132e-05,1.12158e-05,1.87053e-27,1.85000e-06
9.99933e-01,2.30841e+04,2.30842e+04,5.36428e+00,-7.76659e-01,-1.08420e-19,1.43847e+05,-1.69789e+04,-2.57572e-14,-2.10104e+04,-7.42914e+04,-3.55271e-14,7.10543e-15,-3.55271e-14,-1.41620e+02,3,0,3,0,0,1.85000e-06,7.03510e-11,5.47654e-18,3.98187e-11,1,-1.14461e-05,1.11770e-05,1.44701e-27,1.90000e-06
9.99933e-01,2.27884e+04,2.27885e+04,5.40907e+00,-7.77232e-01,-6.91179e-19,1.45016e+05,-1.61285e+04,-8.88178e-16,-2.00159e+04,-7.51553e+04,-8.34888e-14,3.55271e-15,-8.34888e-14,-1.43267e+02,3,0,3,0,0,1.90000e-06,4.30425e-11,8.31794e-18,7.38372e-11,1,-1.11768e-05,1.11382e-05,9.67029e-28,1.95000e-06
9.99932e-01,2.25353e+04,2.25354e+04,5.45436e+00,-7.77408e-01,0.00000e+00,1.46101e+05,-1.50346e+04,0.00000e+00,-1.91005e+04,-7.59966e+04,0.00000e+00,0.00000e+00,0.00000e+00,-1.44871e+02,3,0,3,0,0,1.95000e-06,0.00000e+00,1.01639e-17,0.00000e+00,1,-1.09052e-05,1.10993e-05,-2.95050e-27,2.00000e-06
9.99931e-01,2.22598e+04,2.22600e+04,5.50001e+00,-7.77266e-01,0.00000e+00,1.47239e+05,-1.40866e+04,0.00000e+00,-1.78984e+04,-7.68578e+04,0.00000e+00,0.00000e+00,0.00000e+00,-1.46512e+02,3,0,3,0,0,2.00000e-06,7.18447e-12,1.03417e-17,7.11378e-12,1,-1.06313e-05,1.10604e-05,-2.95050e-27,2.05000e-06
9.99933e-01,2.18615e+04,2.18616e+04,5.54626e+00,-7.76665e-01,0.00000e+00,1.48211e+05,-1.27766e+04,0.00000e+00,-1.68120e+04,-7.76650e+04,0.00000e+00,0.00000e+00,0.00000e+00,-1.48051e+02,3,0,3,0,0,2.05000e-06,0.00000e+00,1.04813e-17,-1.52820e-12,1,-1.03552e-05,1.10216e-05,-2.95050e-27,2.10000e-06
9.99930e-01,2.14518e+04,2.14519e+04,5.59290e+00,-7.75857e-01,0.00000e+00,1.49261e+05,-1.16470e+04,0.00000e+00,-1.54813e+04,-7.85034e+04,0.00000e+00,0.00000e+00,0.00000e+00,-1.49649e+02,3,0,3,0,0,2.10000e-06,0.00000e+00,1.04431e-17,0.00000e+00,1,-1.00767e-05,1.09828e-05,-1.01785e-26,2.15000e-06
9.99933e-01,2.09643e+04,2.09644e+04,5.64009e+00,-7.74670e-01,0.00000e+00,1.50157e+05,-1.02714e+04,0.00000e+00,-1.42046e+04,-7.92659e+04,2.27374e-13,0.00000e+00,2.27374e-13,-1.51103e+02,3,0,3,0,0,2.15000e-06,0.00000e+00,1.04309e-17,-4.91549e-13,1,-9.79588e-06,1.09440e-05,-1.01785e-26,2.20000e-06
9.99931e-01,2.05429e+04,2.05430e+04,5.68777e+00,-7.73186e-01,0.00000e+00,1.51032e+05,-8.88457e+03,0.00000e+00,-1.28148e+04,-8.00316e+04,0.00000e+00,0.00000e+00,0.00000e+00,-1.52562e+02,3,0,3,0,0,2.20000e-06,7.14567e-11,1.22397e-17,7.28465e-11,1,-9.51269e-06,1.09053e-05,-6.56451e-27,2.25000e-06
9.99932e-01,2.00702e+04,2.00703e+04,5.73586e+00,-7.71375e-01,0.00000e+00,1.51905e+05,-7.47716e+03,-1.42109e-14,-1.12879e+04,-8.07829e+04,0.00000e+00,0.00000e+00,0.00000e+00,-1.53995e+02,3,0,3,0,0,2.25000e-06,0.00000e+00,1.40609e-17,0.00000e+00,1,-9.22710e-06,1.08667e-05,-6.56451e-27,2.30000e-06
9.99933e-01,1.96519e+04,1.96520e+04,5.78447e+00,-7.69088e-01,0.00000e+00,1.52539e+05,-5.86105e+03,0.00000e+00,-9.77850e+03,-8.14078e+04,-1.13687e-13,-1.42109e-14,-1.13687e-13,-1.55186e+02,3,0,3,0,0,2.30000e-06,-5.34617e-12,1.43673e-17,1.22552e-11,1,-8.93909e-06,1.08282e-05,6.63509e-28,2.35000e-06
9.99931e-01,1.92023e+04,1.92024e+04,5.83347e+00,-7.66505e-01,0.00000e+00,1.53286e+05,-4.33250e+03,0.00000e+00,-8.10756e+03,-8.21101e+04,0.00000e+00,0.00000e+00,0.00000e+00,-1.56525e+02,3,0,3,0,0,2.35000e-06,-1.17835e-10,1.17649e-17,-1.16348e-10,1,-8.64865e-06,1.07898e-05,-8.82326e-27,2.40000e-06
9.99933e-01,1.87792e+04,1.87794e+04,5.88290e+00,-7.63319e-01,0.00000e+00,1.53793e+05,-2.57643e+03,-3.55271e-15,-6.38724e+03,-8.26596e+04,1.13687e-13,0.00000e+00,1.13687e-13,-1.57572e+02,3,0,3,0,0,2.40000e-06,5.91270e-11,1.10591e-17,8.81154e-11,1,-8.35574e-06,1.07515e-05,-1.96653e-26,2.45000e-06
9.99933e-01,1.83456e+04,1.83457e+04,5.93273e+00,-7.59737e-01,0.00000e+00,1.54190e+05,-7.66268e+02,0.00000e+00,-4.58200e+03,-8.31528e+04,0.00000e+00,7.10543e-15,0.00000e+00,-1.58512e+02,3,0,3,0,0,2.45000e-06,0.00000e+00,1.32758e-17,5.51725e-13,1,-8.06035e-06,1.07135e-05,-5.12878e-26,2.50000e-06
9.99932e-01,1.79295e+04,1.79296e+04,5.98290e+00,-7.55720e-01,1.73472e-18,1.54615e+05,9.97755e+02,3.55271e-15,-2.67336e+03,-8.36918e+04,2.27374e-13,-1.11022e-16,2.27374e-13,-1.59540e+02,3,0,3,0,0,2.50000e-06,7.48800e-11,1.56108e-17,9.28468e-11,1,-7.76246e-06,1.06756e-05,-5.85159e-26,2.55000e-06
9.99934e-01,1.75101e+04,1.75102e+04,6.03339e+00,-7.50943e-01,8.67362e-19,1.54685e+05,3.05608e+03,7.10543e-15,-6.83729e+02,-8.39580e+04,-1.13687e-13,0.00000e+00,-1.13687e-13,-1.60047e+02,3,0,3,0,0,2.55000e-06,-1.04853e-10,1.63713e-17,-6.24265e-11,1,-7.46205e-06,1.06379e-05,-4.94808e-26,2.60000e-06
9.99934e-01,1.70933e+04,1.70934e+04,6.08414e+00,-7.45733e-01,-8.67362e-19,1.54705e+05,5.11751e+03,0.00000e+00,1.39361e+03,-8.42259e+04,-1.13687e-13,-8.88178e-16,-1.13687e-13,-1.60558e+02,3,0,3,0,0,2.60000e-06,-1.37214e-10,1.28577e-17,-7.81178e-11,1,-7.15912e-06,1.06005e-05,-4.94808e-26,2.65000e-06
9.99934e-01,1.66834e+04,1.66835e+04,6.13518e+00,-7.39963e-01,-5.42101e-20,1.54640e+05,7.15282e+03,-1.46549e-14,3.53876e+03,-8.44764e+04,0.00000e+00,-5.55112e-17,0.00000e+00,-1.61035e+02,3,0,3,0,0,2.65000e-06,1.69123e-13,1.24198e-17,6.06057e-11,1,-6.85364e-06,1.05633e-05,-5.78382e-26,2.70000e-06
9.99934e-01,1.62600e+04,1.62601e+04,6.18633e+00,-7.33356e-01,0.00000e+00,1.54222e+05,9.45966e+03,3.55271e-15,5.76291e+03,-8.44374e+04,1.13687e-13,-1.77636e-15,1.13687e-13,-1.60961e+02,3,0,3,0,0,2.70000e-06,-5.62229e-11,1.48591e-17,3.69652e-11,1,-6.54560e-06,1.05265e-05,-4.90291e-26,2.75000e-06
9.99934e-01,1.58543e+04,1.58544e+04,6.23761e+00,-7.26167e-01,8.67362e-19,1.53711e+05,1.18035e+04,0.00000e+00,8.06404e+03,-8.43603e+04,1.13687e-13,7.10543e-15,1.13687e-13,-1.60814e+02,3,0,3,0,0,2.75000e-06,0.00000e+00,1.72018e-17,5.67433e-11,1,-6.23500e-06,1.04900e-05,-4.80974e-26,2.80000e-06
9.99934e-01,1.54306e+04,1.54307e+04,6.28908e+00,-7.18339e-01,0.00000e+00,1.53077e+05,1.40810e+04,2.84217e-14,1.04194e+04,-8.42469e+04,1.13687e-13,-1.42109e-14,1.13687e-13,-1.60598e+02,3,0,3,0,0,2.80000e-06,0.00000e+00,1.72347e-17,-5.54277e-11,1,-5.92183e-06,1.04539e-05,-4.94526e-26,2.85000e-06
9.99936e-01,1.50353e+04,1.50354e+04,6.34038e+00,-7.09579e-01,-1.30104e-18,1.52073e+05,1.65392e+04,3.19744e-14,1.27638e+04,-8.38552e+04,-5.68434e-14,3.55271e-15,-5.68434e-14,-1.59851e+02,3,0,3,0,0,2.85000e-06,3.52496e-11,1.55917e-17,-1.02930e-11,1,-5.60610e-06,1.04182e-05,-6.11981e-26,2.90000e-06
9.99938e-01,1.46180e+04,1.46181e+04,6.39159e+00,-7.00145e-01,0.00000e+00,1.50884e+05,1.90891e+04,-7.10543e-15,1.51834e+04,-8.33351e+04,0.00000e+00,-2.13163e-14,0.00000e+00,-1.58860e+02,3,0,3,0,0,2.90000e-06,-5.22731e-11,1.46529e-17,-2.72585e-11,1,-5.28780e-06,1.03830e-05,-7.52024e-26,2.95000e-06
9.99941e-01,1.42160e+04,1.42161e+04,6.44270e+00,-6.90032e-01,8.67362e-19,1.49523e+05,2.16564e+04,2.84217e-14,1.77313e+04,-8.27078e+04,-5.68434e-14,-1.42109e-14,-5.68434e-14,-1.57664e+02,3,0,3,0,0,2.95000e-06,-2.45593e-11,1.40812e-17,4.39185e-12,1,-4.96694e-06,1.03482e-05,-6.36263e-26,3.00000e-06
9.99943e-01,1.37953e+04,1.37954e+04,6.49353e+00,-6.79135e-01,-4.33681e-19,1.47901e+05,2.42317e+04,-1.42109e-14,2.03530e+04,-8.19115e+04,3.90799e-14,1.15463e-14,3.90799e-14,-1.56146e+02,3,0,3,0,0,3.00000e-06,4.90912e-11,1.68136e-17,1.04902e-10,1,-4.64353e-06,1.03140e-05,-6.21581e-26,3.05000e-06
9.99940e-01,1.34060e+04,1.34061e+04,6.54384e+00,-6.67293e-01,-8.67362e-19,1.45871e+05,2.68356e+04,-8.88178e-15,2.29856e+04,-8.08206e+04,-1.42109e-14,8.88178e-15,-1.42109e-14,-1.54067e+02,3,0,3,0,0,3.05000e-06,-1.53720e-11,1.87208e-17,-2.86139e-11,1,-4.31760e-06,1.02803e-05,-6.44169e-26,3.10000e-06
9.99936e-01,1.30149e+04,1.30150e+04,6.59378e+00,-6.54711e-01,0.00000e+00,1.43606e+05,2.94495e+04,0.00000e+00,2.56548e+04,-7.95643e+04,0.00000e+00,0.00000e+00,0.00000e+00,-1.51672e+02,3,0,3,0,0,3.10000e-06,0.00000e+00,1.80055e-17,0.00000e+00,1,-3.98915e-06,1.02472e-05,-5.41395e-26,3.15000e-06
9.99936e-01,1.26174e+04,1.26175e+04,6.64327e+00,-6.41397e-01,0.00000e+00,1.41065e+05,3.20859e+04,0.00000e+00,2.83206e+04,-7.81121e+04,0.00000e+00,0.00000e+00,0.00000e+00,-1.48903e+02,3,0,3,0,0,3.15000e-06,7.46865e-11,1.97985e-17,7.17207e-11,1,-3.65822e-06,1.02148e-05,-5.41113e-26,3.20000e-06
9.99936e-01,1.22391e+04,1.22392e+04,6.69209e+00,-6.27273e-01,-1.68051e-18,1.38191e+05,3.46948e+04,0.00000e+00,3.09236e+04,-7.64167e+04,-7.10543e-15,0.00000e+00,-7.10543e-15,-1.45671e+02,3,0,3,0,0,3.20000e-06,6.19299e-11,2.31281e-17,6.14642e-11,1,-3.32484e-06,1.01831e-05,-5.20784e-26,3.25000e-06
9.99932e-01,1.18406e+04,1.18407e+04,6.73990e+00,-6.12217e-01,4.33681e-19,1.34885e+05,3.72184e+04,-5.68434e-14,3.33665e+04,-7.44179e+04,0.00000e+00,5.68434e-14,0.00000e+00,-1.41861e+02,3,0,3,0,0,3.25000e-06,-2.19009e-12,2.46284e-17,-1.45347e-12,1,-2.98904e-06,1.01521e-05,-8.07646e-26,3.30000e-06
